date,QV2M
2000-04-02,8.427333333333333
2000-04-03,8.652333333333333
2000-04-04,8.645999999999999
2000-04-05,8.627666666666666
2000-04-06,8.647
2000-04-07,8.687666666666667
2000-04-08,8.489333333333333
2000-04-09,8.193333333333333
2000-04-10,8.088666666666667
2000-04-11,8.293333333333333
2000-04-12,8.538
2000-04-13,8.712
2000-04-14,8.723666666666668
2000-04-15,8.657666666666668
2000-04-16,8.764000000000001
2000-04-17,8.855666666666668
2000-04-18,8.818333333333333
2000-04-19,8.888000000000002
2000-04-20,9.030333333333333
2000-04-21,9.019333333333332
2000-04-22,8.945333333333334
2000-04-23,8.910666666666666
2000-04-24,8.882666666666667
2000-04-25,8.789666666666667
2000-04-26,8.725333333333333
2000-04-27,8.730666666666668
2000-04-28,8.740333333333332
2000-04-29,8.602
2000-04-30,8.562000000000001
2000-05-01,8.493666666666666
2000-05-02,8.434
2000-05-03,8.366999999999999
2000-05-04,8.557333333333334
2000-05-05,8.787333333333333
2000-05-06,8.873999999999999
2000-05-07,8.925666666666666
2000-05-08,9.073666666666666
2000-05-09,9.288666666666668
2000-05-10,9.538333333333334
2000-05-11,9.660666666666666
2000-05-12,9.725333333333333
2000-05-13,9.827
2000-05-14,9.776
2000-05-15,9.658
2000-05-16,9.571666666666667
2000-05-17,9.598333333333333
2000-05-18,9.708666666666668
2000-05-19,9.843333333333334
2000-05-20,9.932333333333332
2000-05-21,10.136666666666665
2000-05-22,10.314333333333334
2000-05-23,10.442666666666666
2000-05-24,10.541666666666666
2000-05-25,10.802
2000-05-26,11.092666666666666
2000-05-27,11.351333333333333
2000-05-28,11.551
2000-05-29,11.612666666666666
2000-05-30,11.684333333333333
2000-05-31,11.68
2000-06-01,11.595333333333333
2000-06-02,11.562000000000001
2000-06-03,11.578
2000-06-04,11.636666666666665
2000-06-05,11.772
2000-06-06,11.700666666666669
2000-06-07,11.620000000000001
2000-06-08,11.562999999999999
2000-06-09,11.461666666666666
2000-06-10,11.379
2000-06-11,11.291
2000-06-12,11.210333333333333
2000-06-13,11.423000000000002
2000-06-14,11.689333333333334
2000-06-15,11.933
2000-06-16,12.133999999999999
2000-06-17,12.284999999999998
2000-06-18,12.367999999999999
2000-06-19,12.451333333333334
2000-06-20,12.488666666666667
2000-06-21,12.614666666666666
2000-06-22,12.75
2000-06-23,12.675333333333333
2000-06-24,12.565
2000-06-25,12.541
2000-06-26,12.496
2000-06-27,12.488
2000-06-28,12.705333333333334
2000-06-29,12.890333333333334
2000-06-30,12.928666666666667
2000-07-01,12.936666666666667
2000-07-02,12.897666666666668
2000-07-03,12.937999999999999
2000-07-04,12.910333333333334
2000-07-05,12.830333333333332
2000-07-06,12.902999999999999
2000-07-07,13.085
2000-07-08,13.249
2000-07-09,13.399000000000001
2000-07-10,13.572666666666665
2000-07-11,13.756666666666666
2000-07-12,13.872333333333334
2000-07-13,13.930333333333332
2000-07-14,13.911666666666667
2000-07-15,13.808
2000-07-16,13.656
2000-07-17,13.416666666666666
2000-07-18,13.269000000000002
2000-07-19,13.2
2000-07-20,13.185333333333334
2000-07-21,13.107333333333335
2000-07-22,12.958666666666666
2000-07-23,12.975333333333333
2000-07-24,12.966666666666667
2000-07-25,12.875
2000-07-26,12.855666666666668
2000-07-27,12.834666666666667
2000-07-28,12.699000000000002
2000-07-29,12.639333333333331
2000-07-30,12.833333333333334
2000-07-31,13.076666666666666
2000-08-01,13.300666666666666
2000-08-02,13.408666666666669
2000-08-03,13.499333333333334
2000-08-04,13.573333333333332
2000-08-05,13.630666666666666
2000-08-06,13.641333333333332
2000-08-07,13.677333333333333
2000-08-08,13.737
2000-08-09,13.758333333333335
2000-08-10,13.8
2000-08-11,13.766
2000-08-12,13.593666666666667
2000-08-13,13.437333333333333
2000-08-14,13.316666666666666
2000-08-15,13.248666666666669
2000-08-16,13.324666666666667
2000-08-17,13.376333333333331
2000-08-18,13.308333333333334
2000-08-19,13.252333333333333
2000-08-20,13.153666666666668
2000-08-21,13.229000000000001
2000-08-22,13.234
2000-08-23,13.223333333333334
2000-08-24,13.238
2000-08-25,13.197666666666667
2000-08-26,13.097666666666667
2000-08-27,13.159999999999998
2000-08-28,13.174666666666667
2000-08-29,13.111666666666668
2000-08-30,12.948666666666666
2000-08-31,12.855
2000-09-01,12.859999999999998
2000-09-02,12.852666666666666
2000-09-03,12.855333333333332
2000-09-04,12.897333333333334
2000-09-05,12.908
2000-09-06,12.809
2000-09-07,12.677999999999999
2000-09-08,12.626333333333331
2000-09-09,12.523666666666665
2000-09-10,12.498666666666667
2000-09-11,12.565
2000-09-12,12.747333333333332
2000-09-13,12.992666666666667
2000-09-14,13.088
2000-09-15,12.988666666666667
2000-09-16,12.768333333333334
2000-09-17,12.562000000000001
2000-09-18,12.318666666666667
2000-09-19,12.259666666666668
2000-09-20,12.309000000000001
2000-09-21,12.493666666666666
2000-09-22,12.650666666666666
2000-09-23,12.771333333333333
2000-09-24,12.904666666666666
2000-09-25,13.006333333333334
2000-09-26,12.729000000000001
2000-09-27,12.463
2000-09-28,12.210333333333331
2000-09-29,12.022
2000-09-30,11.902999999999999
2000-10-01,11.675999999999998
2000-10-02,11.455000000000002
2000-10-03,11.263
2000-10-04,11.050999999999998
2000-10-05,10.868666666666666
2000-10-06,10.917666666666667
2000-10-07,10.631666666666666
2000-10-08,10.211333333333332
2000-10-09,9.846333333333332
2000-10-10,9.534666666666668
2000-10-11,9.252333333333333
2000-10-12,8.923333333333336
2000-10-13,8.554333333333334
2000-10-14,8.283
2000-10-15,8.191333333333333
2000-10-16,8.258333333333333
2000-10-17,8.352333333333332
2000-10-18,8.459999999999999
2000-10-19,8.476
2000-10-20,8.295333333333334
2000-10-21,8.041
2000-10-22,7.797333333333333
2000-10-23,7.539
2000-10-24,7.267666666666666
2000-10-25,7.112
2000-10-26,7.197666666666667
2000-10-27,7.274666666666667
2000-10-28,7.356333333333334
2000-10-29,7.424
2000-10-30,7.3886666666666665
2000-10-31,7.361
2000-11-01,7.355666666666667
2000-11-02,7.3790000000000004
2000-11-03,7.452333333333333
2000-11-04,7.513000000000001
2000-11-05,7.409666666666666
2000-11-06,7.677333333333333
2000-11-07,8.109333333333334
2000-11-08,8.507666666666667
2000-11-09,8.768
2000-11-10,8.817666666666666
2000-11-11,8.837
2000-11-12,8.862666666666666
2000-11-13,8.950333333333333
2000-11-14,8.904666666666666
2000-11-15,8.780999999999999
2000-11-16,8.688666666666668
2000-11-17,8.569999999999999
2000-11-18,8.412333333333333
2000-11-19,8.236333333333333
2000-11-20,8.052
2000-11-21,7.834
2000-11-22,7.658666666666666
2000-11-23,7.535333333333333
2000-11-24,7.463666666666667
2000-11-25,7.448333333333333
2000-11-26,7.368666666666666
2000-11-27,7.255
2000-11-28,7.163
2000-11-29,7.101666666666666
2000-11-30,6.9383333333333335
2000-12-01,6.782666666666667
2000-12-02,6.652333333333333
2000-12-03,6.423666666666667
2000-12-04,6.1866666666666665
2000-12-05,5.9656666666666665
2000-12-06,5.686333333333334
2000-12-07,5.313666666666666
2000-12-08,5.014666666666667
2000-12-09,4.856666666666667
2000-12-10,4.921333333333334
2000-12-11,5.031000000000001
2000-12-12,4.943666666666667
2000-12-13,4.8870000000000005
2000-12-14,4.957999999999999
2000-12-15,5.021666666666666
2000-12-16,5.163666666666667
2000-12-17,5.047666666666667
2000-12-18,5.016
2000-12-19,4.941333333333334
2000-12-20,4.869000000000001
2000-12-21,4.890000000000001
2000-12-22,4.849333333333334
2000-12-23,4.783333333333333
2000-12-24,4.671
2000-12-25,4.517333333333334
2000-12-26,4.422666666666667
2000-12-27,4.400333333333333
2000-12-28,4.3596666666666675
2000-12-29,4.234666666666667
2000-12-30,4.165333333333333
2000-12-31,4.111666666666666
2001-01-01,4.006666666666667
2001-01-02,3.97
2001-01-03,3.9386666666666668
2001-01-04,3.913666666666667
2001-01-05,3.9243333333333337
2001-01-06,3.908333333333333
2001-01-07,3.9080000000000004
2001-01-08,3.8220000000000005
2001-01-09,3.6683333333333334
2001-01-10,3.4823333333333335
2001-01-11,3.521666666666667
2001-01-12,3.4963333333333333
2001-01-13,3.461
2001-01-14,3.4833333333333334
2001-01-15,3.3736666666666664
2001-01-16,3.488
2001-01-17,3.612
2001-01-18,3.8643333333333336
2001-01-19,4.076
2001-01-20,4.070333333333333
2001-01-21,4.091333333333333
2001-01-22,4.1066666666666665
2001-01-23,4.107333333333333
2001-01-24,4.144
2001-01-25,4.145666666666667
2001-01-26,4.132
2001-01-27,4.164
2001-01-28,4.251666666666667
2001-01-29,4.477666666666667
2001-01-30,4.6290000000000004
2001-01-31,4.753333333333333
2001-02-01,4.822333333333334
2001-02-02,4.874666666666667
2001-02-03,4.873
2001-02-04,4.860333333333333
2001-02-05,4.8803333333333345
2001-02-06,4.839666666666667
2001-02-07,4.918666666666667
2001-02-08,5.090999999999999
2001-02-09,5.334666666666666
2001-02-10,5.356
2001-02-11,5.363666666666668
2001-02-12,5.434
2001-02-13,5.5040000000000004
2001-02-14,5.626333333333333
2001-02-15,5.859333333333334
2001-02-16,6.044666666666667
2001-02-17,5.836666666666668
2001-02-18,5.673
2001-02-19,5.751333333333333
2001-02-20,5.964333333333333
2001-02-21,6.217666666666667
2001-02-22,6.417000000000001
2001-02-23,6.471666666666667
2001-02-24,6.703666666666667
2001-02-25,6.9623333333333335
2001-02-26,7.006666666666666
2001-02-27,7.1113333333333335
2001-02-28,7.115666666666667
2001-03-01,7.143
2001-03-02,7.316
2001-03-03,7.623
2001-03-04,7.752666666666667
2001-03-05,7.798333333333333
2001-03-06,7.790666666666667
2001-03-07,7.7796666666666665
2001-03-08,7.823000000000001
2001-03-09,7.7973333333333334
2001-03-10,7.686666666666667
2001-03-11,7.577
2001-03-12,7.7363333333333335
2001-03-13,7.846333333333333
2001-03-14,7.866666666666666
2001-03-15,7.857666666666666
2001-03-16,7.739333333333334
2001-03-17,7.5
2001-03-18,7.263333333333334
2001-03-19,7.339333333333332
2001-03-20,7.375333333333334
2001-03-21,7.3836666666666675
2001-03-22,7.298666666666666
2001-03-23,7.168666666666667
2001-03-24,7.151333333333333
2001-03-25,7.102333333333333
2001-03-26,6.885000000000001
2001-03-27,6.614333333333334
2001-03-28,6.551
2001-03-29,6.489999999999999
2001-03-30,6.476
2001-03-31,6.472333333333333
2001-04-01,6.270333333333334
2001-04-02,6.045
2001-04-03,6.199
2001-04-04,6.523333333333334
2001-04-05,6.828333333333333
2001-04-06,7.105666666666666
2001-04-07,7.3116666666666665
2001-04-08,7.551333333333333
2001-04-09,7.867999999999999
2001-04-10,8.150666666666668
2001-04-11,8.252666666666666
2001-04-12,8.462666666666667
2001-04-13,8.704333333333333
2001-04-14,8.779666666666666
2001-04-15,9.002
2001-04-16,9.113333333333333
2001-04-17,9.105666666666668
2001-04-18,9.061666666666667
2001-04-19,9.106666666666666
2001-04-20,9.198
2001-04-21,9.325666666666669
2001-04-22,9.479999999999999
2001-04-23,9.57
2001-04-24,9.782666666666668
2001-04-25,9.893666666666666
2001-04-26,9.983
2001-04-27,10.057333333333332
2001-04-28,10.146666666666668
2001-04-29,10.251666666666667
2001-04-30,10.380666666666666
2001-05-01,10.55
2001-05-02,10.665
2001-05-03,10.607333333333335
2001-05-04,10.497333333333334
2001-05-05,10.438666666666666
2001-05-06,10.42
2001-05-07,10.411333333333335
2001-05-08,10.380666666666666
2001-05-09,10.328
2001-05-10,10.245
2001-05-11,10.234333333333334
2001-05-12,10.186666666666666
2001-05-13,10.026
2001-05-14,9.98
2001-05-15,9.888
2001-05-16,10.035333333333334
2001-05-17,10.292666666666666
2001-05-18,10.573
2001-05-19,10.914333333333333
2001-05-20,11.166666666666666
2001-05-21,11.340666666666666
2001-05-22,11.325333333333333
2001-05-23,11.229999999999999
2001-05-24,11.253000000000002
2001-05-25,11.345666666666666
2001-05-26,11.469666666666667
2001-05-27,11.690666666666667
2001-05-28,11.881
2001-05-29,11.940333333333335
2001-05-30,11.947333333333335
2001-05-31,12.101666666666667
2001-06-01,12.265999999999998
2001-06-02,12.302999999999999
2001-06-03,12.469666666666665
2001-06-04,12.647666666666668
2001-06-05,12.810333333333334
2001-06-06,12.941333333333334
2001-06-07,13.098
2001-06-08,13.243
2001-06-09,13.351333333333335
2001-06-10,13.434
2001-06-11,13.529
2001-06-12,13.717333333333332
2001-06-13,13.970666666666666
2001-06-14,14.182666666666668
2001-06-15,14.320666666666666
2001-06-16,14.352666666666666
2001-06-17,14.338333333333333
2001-06-18,14.252333333333333
2001-06-19,14.212666666666667
2001-06-20,14.163333333333334
2001-06-21,14.314666666666666
2001-06-22,14.544333333333334
2001-06-23,14.537666666666667
2001-06-24,14.593666666666667
2001-06-25,14.637666666666666
2001-06-26,14.613666666666665
2001-06-27,14.562000000000001
2001-06-28,14.657666666666666
2001-06-29,14.808666666666666
2001-06-30,14.844
2001-07-01,14.864666666666668
2001-07-02,15.028666666666668
2001-07-03,15.057666666666668
2001-07-04,15.099666666666668
2001-07-05,15.100999999999999
2001-07-06,15.085666666666667
2001-07-07,15.030000000000001
2001-07-08,14.996333333333332
2001-07-09,15.037
2001-07-10,15.110333333333333
2001-07-11,15.171333333333333
2001-07-12,15.206333333333335
2001-07-13,15.1
2001-07-14,14.956999999999999
2001-07-15,14.823333333333332
2001-07-16,14.793666666666667
2001-07-17,14.805000000000001
2001-07-18,14.772666666666668
2001-07-19,14.752666666666666
2001-07-20,14.846333333333332
2001-07-21,14.877666666666668
2001-07-22,14.807333333333332
2001-07-23,14.845666666666666
2001-07-24,14.941333333333334
2001-07-25,15.132
2001-07-26,15.246333333333334
2001-07-27,15.333666666666666
2001-07-28,15.381
2001-07-29,15.435333333333334
2001-07-30,15.511333333333333
2001-07-31,15.572666666666668
2001-08-01,15.498
2001-08-02,15.375666666666666
2001-08-03,15.210333333333333
2001-08-04,15.165666666666668
2001-08-05,15.157333333333332
2001-08-06,15.246666666666666
2001-08-07,15.340666666666667
2001-08-08,15.383999999999999
2001-08-09,15.416333333333334
2001-08-10,15.434333333333335
2001-08-11,15.463333333333335
2001-08-12,15.611333333333333
2001-08-13,15.762
2001-08-14,15.845666666666666
2001-08-15,15.841000000000001
2001-08-16,15.890999999999998
2001-08-17,16.059
2001-08-18,16.169
2001-08-19,16.182
2001-08-20,16.110666666666667
2001-08-21,16.035333333333334
2001-08-22,15.979000000000001
2001-08-23,15.946
2001-08-24,15.870666666666667
2001-08-25,15.812
2001-08-26,15.748333333333333
2001-08-27,15.686000000000002
2001-08-28,15.619
2001-08-29,15.534666666666668
2001-08-30,15.473666666666668
2001-08-31,15.545333333333334
2001-09-01,15.674000000000001
2001-09-02,15.817333333333332
2001-09-03,15.868666666666666
2001-09-04,15.926333333333334
2001-09-05,15.907333333333334
2001-09-06,15.864
2001-09-07,15.822666666666667
2001-09-08,15.780000000000001
2001-09-09,15.707666666666666
2001-09-10,15.669666666666668
2001-09-11,15.601333333333335
2001-09-12,15.53
2001-09-13,15.419000000000002
2001-09-14,15.4
2001-09-15,15.301333333333334
2001-09-16,15.001333333333333
2001-09-17,14.736333333333334
2001-09-18,14.603000000000002
2001-09-19,14.623
2001-09-20,14.685333333333334
2001-09-21,14.671666666666665
2001-09-22,14.616999999999999
2001-09-23,14.583
2001-09-24,14.522333333333334
2001-09-25,14.251000000000001
2001-09-26,13.921333333333333
2001-09-27,13.601333333333335
2001-09-28,13.309333333333335
2001-09-29,13.020333333333333
2001-09-30,12.7
2001-10-01,12.366666666666667
2001-10-02,12.032000000000002
2001-10-03,11.701666666666666
2001-10-04,11.431333333333333
2001-10-05,11.300999999999998
2001-10-06,11.025666666666666
2001-10-07,10.628666666666668
2001-10-08,10.251666666666665
2001-10-09,9.95
2001-10-10,9.698333333333332
2001-10-11,9.579666666666666
2001-10-12,9.546666666666669
2001-10-13,9.652666666666667
2001-10-14,9.625
2001-10-15,9.499333333333334
2001-10-16,9.403666666666668
2001-10-17,9.237
2001-10-18,8.956333333333333
2001-10-19,8.705
2001-10-20,8.538666666666666
2001-10-21,8.503333333333334
2001-10-22,8.402666666666667
2001-10-23,8.287333333333333
2001-10-24,8.336333333333334
2001-10-25,8.350333333333333
2001-10-26,8.308666666666666
2001-10-27,8.213666666666667
2001-10-28,8.090333333333334
2001-10-29,7.969666666666667
2001-10-30,7.868333333333334
2001-10-31,7.818
2001-11-01,7.900666666666667
2001-11-02,7.978666666666666
2001-11-03,8.000666666666667
2001-11-04,7.787
2001-11-05,7.687
2001-11-06,7.699333333333333
2001-11-07,7.7206666666666655
2001-11-08,7.718999999999999
2001-11-09,7.641666666666667
2001-11-10,7.403666666666667
2001-11-11,7.146333333333333
2001-11-12,6.8196666666666665
2001-11-13,6.615333333333334
2001-11-14,6.575
2001-11-15,6.575666666666666
2001-11-16,6.596333333333333
2001-11-17,6.609666666666667
2001-11-18,6.575666666666667
2001-11-19,6.5169999999999995
2001-11-20,6.368666666666667
2001-11-21,6.191999999999999
2001-11-22,5.985333333333333
2001-11-23,5.849
2001-11-24,6.093666666666667
2001-11-25,6.202
2001-11-26,6.441000000000001
2001-11-27,6.740666666666667
2001-11-28,7.017666666666667
2001-11-29,7.281000000000001
2001-11-30,7.330333333333333
2001-12-01,7.219666666666667
2001-12-02,7.128666666666667
2001-12-03,7.0296666666666665
2001-12-04,7.017666666666667
2001-12-05,7.098666666666666
2001-12-06,7.216
2001-12-07,7.332333333333334
2001-12-08,7.4303333333333335
2001-12-09,7.441666666666666
2001-12-10,7.534999999999999
2001-12-11,7.548666666666667
2001-12-12,7.680999999999999
2001-12-13,7.932
2001-12-14,8.019333333333332
2001-12-15,8.057666666666668
2001-12-16,8.166666666666666
2001-12-17,8.360000000000001
2001-12-18,8.357666666666667
2001-12-19,8.336666666666668
2001-12-20,8.295
2001-12-21,8.302333333333333
2001-12-22,8.326333333333332
2001-12-23,8.215
2001-12-24,7.856666666666667
2001-12-25,7.7
2001-12-26,7.431666666666667
2001-12-27,7.120666666666667
2001-12-28,6.895
2001-12-29,6.6803333333333335
2001-12-30,6.539666666666666
2001-12-31,6.428333333333333
2002-01-01,6.293
2002-01-02,6.191000000000001
2002-01-03,6.074
2002-01-04,5.881666666666667
2002-01-05,5.704666666666666
2002-01-06,5.548000000000001
2002-01-07,5.340999999999999
2002-01-08,5.211666666666668
2002-01-09,5.115333333333334
2002-01-10,5.131333333333333
2002-01-11,5.055000000000001
2002-01-12,4.810999999999999
2002-01-13,4.665333333333334
2002-01-14,4.656333333333333
2002-01-15,4.522666666666667
2002-01-16,4.275666666666667
2002-01-17,4.272333333333333
2002-01-18,4.306666666666667
2002-01-19,4.467
2002-01-20,4.500666666666666
2002-01-21,4.535333333333333
2002-01-22,4.505666666666667
2002-01-23,4.766333333333334
2002-01-24,5.057
2002-01-25,5.155333333333333
2002-01-26,5.251666666666667
2002-01-27,5.325666666666667
2002-01-28,5.4590000000000005
2002-01-29,5.739999999999999
2002-01-30,6.019
2002-01-31,6.333
2002-02-01,6.444999999999999
2002-02-02,6.478666666666666
2002-02-03,6.546
2002-02-04,6.548666666666666
2002-02-05,6.498666666666667
2002-02-06,6.516666666666667
2002-02-07,6.552333333333333
2002-02-08,6.526333333333333
2002-02-09,6.469666666666667
2002-02-10,6.455666666666667
2002-02-11,6.423
2002-02-12,6.406333333333333
2002-02-13,6.345
2002-02-14,6.323333333333334
2002-02-15,6.364
2002-02-16,6.336333333333333
2002-02-17,6.259333333333333
2002-02-18,6.129333333333333
2002-02-19,6.195333333333334
2002-02-20,6.299333333333333
2002-02-21,6.321333333333333
2002-02-22,6.111
2002-02-23,5.850666666666667
2002-02-24,5.829999999999999
2002-02-25,5.852666666666666
2002-02-26,5.770333333333332
2002-02-27,5.513999999999999
2002-02-28,5.220333333333333
2002-03-01,4.977333333333333
2002-03-02,4.876666666666667
2002-03-03,4.7476666666666665
2002-03-04,4.678333333333333
2002-03-05,4.627666666666667
2002-03-06,4.639333333333334
2002-03-07,4.749333333333333
2002-03-08,4.881333333333333
2002-03-09,5.050333333333334
2002-03-10,5.012333333333333
2002-03-11,4.991666666666666
2002-03-12,5.088333333333334
2002-03-13,5.207
2002-03-14,5.353999999999999
2002-03-15,5.586
2002-03-16,5.921666666666666
2002-03-17,6.2123333333333335
2002-03-18,6.453666666666667
2002-03-19,6.697666666666667
2002-03-20,6.960333333333334
2002-03-21,6.9946666666666655
2002-03-22,6.7796666666666665
2002-03-23,6.683333333333334
2002-03-24,6.731666666666667
2002-03-25,6.957333333333334
2002-03-26,7.122666666666666
2002-03-27,7.070000000000001
2002-03-28,7.113666666666666
2002-03-29,7.426666666666667
2002-03-30,7.8020000000000005
2002-03-31,8.065
2002-04-01,8.011666666666667
2002-04-02,8.231333333333334
2002-04-03,8.489666666666666
2002-04-04,8.556333333333333
2002-04-05,8.579666666666666
2002-04-06,8.532666666666666
2002-04-07,8.519
2002-04-08,8.574333333333332
2002-04-09,8.868333333333334
2002-04-10,9.084333333333335
2002-04-11,9.174333333333333
2002-04-12,9.331
2002-04-13,9.460666666666667
2002-04-14,9.503333333333332
2002-04-15,9.472
2002-04-16,9.455000000000002
2002-04-17,9.446333333333333
2002-04-18,9.484666666666667
2002-04-19,9.536333333333333
2002-04-20,9.76
2002-04-21,10.129333333333333
2002-04-22,10.349999999999998
2002-04-23,10.410333333333334
2002-04-24,10.427
2002-04-25,10.4
2002-04-26,10.499666666666666
2002-04-27,10.688666666666668
2002-04-28,10.825
2002-04-29,10.772333333333334
2002-04-30,10.879333333333333
2002-05-01,11.120666666666667
2002-05-02,11.323
2002-05-03,11.524333333333333
2002-05-04,11.879
2002-05-05,12.115333333333334
2002-05-06,12.386
2002-05-07,12.619
2002-05-08,12.733666666666666
2002-05-09,12.811
2002-05-10,12.879333333333333
2002-05-11,12.942
2002-05-12,13.02
2002-05-13,13.027
2002-05-14,12.826666666666666
2002-05-15,12.629333333333333
2002-05-16,12.526333333333332
2002-05-17,12.633333333333331
2002-05-18,12.506
2002-05-19,12.226333333333333
2002-05-20,11.953
2002-05-21,11.692333333333332
2002-05-22,11.549333333333333
2002-05-23,11.477666666666666
2002-05-24,11.403
2002-05-25,11.463
2002-05-26,11.565
2002-05-27,11.556666666666667
2002-05-28,11.431666666666667
2002-05-29,11.471
2002-05-30,11.44
2002-05-31,11.377333333333333
2002-06-01,11.291666666666666
2002-06-02,11.220333333333334
2002-06-03,11.144
2002-06-04,11.272333333333332
2002-06-05,11.358666666666666
2002-06-06,11.352333333333336
2002-06-07,11.352666666666668
2002-06-08,11.355333333333332
2002-06-09,11.308666666666669
2002-06-10,11.201666666666664
2002-06-11,11.062000000000001
2002-06-12,10.984
2002-06-13,11.193999999999999
2002-06-14,11.470666666666666
2002-06-15,11.467
2002-06-16,11.284
2002-06-17,11.324333333333334
2002-06-18,11.552333333333333
2002-06-19,11.816666666666666
2002-06-20,12.012666666666666
2002-06-21,12.149333333333335
2002-06-22,12.386333333333335
2002-06-23,12.600333333333333
2002-06-24,12.763333333333334
2002-06-25,12.925333333333333
2002-06-26,13.069333333333333
2002-06-27,13.223666666666668
2002-06-28,13.322
2002-06-29,13.370666666666667
2002-06-30,13.482000000000001
2002-07-01,13.552
2002-07-02,13.632
2002-07-03,13.722333333333333
2002-07-04,13.728333333333333
2002-07-05,13.686666666666667
2002-07-06,13.713
2002-07-07,13.785
2002-07-08,13.823666666666668
2002-07-09,13.907
2002-07-10,14.06
2002-07-11,14.271666666666667
2002-07-12,14.506333333333334
2002-07-13,14.651333333333334
2002-07-14,14.708333333333334
2002-07-15,14.946000000000002
2002-07-16,15.156333333333333
2002-07-17,15.326666666666664
2002-07-18,15.414333333333333
2002-07-19,15.455333333333334
2002-07-20,15.601
2002-07-21,15.775
2002-07-22,15.875333333333334
2002-07-23,15.917333333333334
2002-07-24,15.960333333333333
2002-07-25,16.003
2002-07-26,16.04
2002-07-27,16.066
2002-07-28,16.123
2002-07-29,16.177
2002-07-30,16.238999999999997
2002-07-31,16.288333333333334
2002-08-01,16.318333333333335
2002-08-02,16.309666666666665
2002-08-03,16.272
2002-08-04,16.243333333333332
2002-08-05,16.234333333333332
2002-08-06,16.205666666666666
2002-08-07,16.205333333333332
2002-08-08,16.122666666666667
2002-08-09,15.993666666666666
2002-08-10,15.775333333333334
2002-08-11,15.581999999999999
2002-08-12,15.4
2002-08-13,15.272666666666668
2002-08-14,15.211
2002-08-15,15.220666666666666
2002-08-16,15.283
2002-08-17,15.313666666666666
2002-08-18,15.356333333333334
2002-08-19,15.390666666666666
2002-08-20,15.44
2002-08-21,15.449000000000002
2002-08-22,15.424666666666667
2002-08-23,15.382666666666665
2002-08-24,15.366999999999999
2002-08-25,15.357333333333335
2002-08-26,15.270000000000001
2002-08-27,15.123666666666669
2002-08-28,15.033333333333333
2002-08-29,14.908666666666669
2002-08-30,14.814
2002-08-31,14.737666666666666
2002-09-01,14.677666666666669
2002-09-02,14.674000000000001
2002-09-03,14.664666666666669
2002-09-04,14.600666666666667
2002-09-05,14.530333333333335
2002-09-06,14.457333333333334
2002-09-07,14.460666666666667
2002-09-08,14.414666666666667
2002-09-09,14.432333333333332
2002-09-10,14.390333333333334
