date,PRECTOT,PS,T2M,T2MDEW,T2MWET,TS,QV2M
2017-01-08,3.923973266857355,100.2571552741141,17.8456025642248,13.253928116160814,13.264916673022935,17.725092263891096,10.725658767148682
2017-01-09,3.8755436969648813,100.25732774723238,17.863536005085013,13.251560804332856,13.262498608506808,17.741326564966364,10.724410164998146
2017-01-10,3.8660313313734838,100.26243548916786,17.788222886805446,13.175059298956514,13.186044845065947,17.668123446686792,10.667805111234706
2017-01-11,3.8452304711584304,100.26508946766248,17.69941579003125,13.088999514010276,13.100012264420787,17.57780333915991,10.611312530589544
2017-01-12,3.8349046647068175,100.2689539837915,17.59033191906351,12.987360804332855,12.998383232162722,17.467848500450238,10.552018982202448
2018-01-01,3.8092120840616555,100.27590677949043,17.470139876052755,12.857204030139307,12.868003447216484,17.34584559722443,10.481593928439006
2018-01-02,3.7650395034164945,100.2801927241909,17.47811671937073,12.861495389586315,12.871232479474548,17.35389110413687,10.484286785581865
2018-01-03,3.761981546427247,100.28048078870705,17.499441558080406,12.870807970231475,12.879230328936915,17.378112609513213,10.49198097913025
2018-01-04,3.73744047115843,100.27911734784682,17.557974676359976,12.908012486360505,12.914524522485301,17.437298953599235,10.507478721065734
2018-01-05,3.7515017614810104,100.27883025107262,17.66060048281159,13.000289905715345,13.005918070872399,17.54244088908311,10.564123882356057
2018-01-06,3.756943904338154,100.27940048916786,17.797376197097304,13.136094667620107,13.139981166110493,17.679693746225965,10.643039358546535
2018-01-07,3.782814872080089,100.28019081174851,17.905011680968272,13.227610796652366,13.22945213385243,17.78844535912919,10.70443290693363
2018-01-08,3.7981473451983687,100.28274102680227,17.959528240108057,13.286799506329785,13.287327940304042,17.844706326871126,10.747185272525028
2018-01-09,3.7855075602521318,100.28319436013561,17.9881609282801,13.312063807405051,13.310785574712643,17.873440090311988,10.760353659621801
2018-01-10,3.784631646273637,100.28385479024311,17.93635716483924,13.271262086974946,13.267863209121245,17.82272643439801,10.719887315535779
2018-01-11,3.797644119391917,100.28502833863021,17.81768350892526,13.181883054716879,13.176737402669632,17.70121772472059,10.654960111234704
2018-01-12,3.8318021839080463,100.28704124185602,17.717031896022032,13.108608861168495,13.101185789766408,17.599001595688332,10.597676240266962
2019-01-01,3.8404399258435302,100.29103511282378,17.610607379893,13.040391334286774,13.030981488691138,17.490790197838866,10.561042154245456
2019-01-02,3.843869994967954,100.29151737088829,17.593844822289316,13.058792716775253,13.047418355050587,17.476504944382647,10.567026025213199
2019-01-03,3.806208382064728,100.29273124185602,17.597625359923725,13.055862286667725,13.043008462577466,17.481276879866517,10.561781831664813
2019-01-04,3.842138704645373,100.29033188701733,17.687904177128026,13.143281533979554,13.127882763652735,17.572763546533185,10.596665487578791
2019-01-05,3.814670962709889,100.28823511282377,17.809807402934478,13.258117017850523,13.241202118491447,17.697089352984797,10.658449358546534
2019-01-06,3.839331676995603,100.2859222556809,17.887932402934474,13.337936541660044,13.31973878515811,17.77590292441337,10.711570549022724
2019-01-07,3.8332026447375394,100.28519967503574,17.969825951321575,13.408436541660047,13.388625881932308,17.85962227925208,10.758325387732402
2019-01-08,3.8183472683934525,100.28445279331532,18.031480252396843,13.455922133057895,13.433981580857036,17.924653462047775,10.79200033396896
2019-01-09,3.78204898882356,100.28683935245512,18.076008424439852,13.477673423380475,13.453804161502198,17.9713862577467,10.80480097913025
2019-01-10,3.7952613544149587,100.28813558901423,18.025692402934478,13.448933423380476,13.42199244107209,17.92022303194025,10.78172592536681
2019-01-11,3.7840507092536684,100.29055010514328,17.927590790031253,13.362987939509507,13.333997279781768,17.821250021187563,10.72138904364638
2019-01-12,3.828157160866571,100.29401784707878,17.819123048095765,13.31045245563854,13.27920373139467,17.71085002118756,10.687363237194768
2020-01-01,3.8087816769956038,100.2984383847132,17.729641972826947,13.240770520154669,13.209258247523703,17.620582816886486,10.648196032893694
2020-01-02,3.854619385560676,100.30199077625933,17.694608379945972,13.23507652682875,13.20243199613327,17.58563009163621,10.6447153877324
2020-01-03,3.834209708141321,100.30117271174322,17.742000315429845,13.290226096721224,13.256808770326819,17.632284177657713,10.670480011388316
2020-01-04,3.8653416436251917,100.29626937840989,17.78858321865565,13.326560935430903,13.29128704989671,17.678722887335134,10.68585517267864
2020-01-05,3.862409385560676,100.29344357195825,17.85742515413952,13.39523835478574,13.359232211187035,17.749803532496426,10.722906785581863
2020-01-06,3.852658351077917,100.29289518115367,17.929373889771703,13.455000308808728,13.417757843370941,17.822450543990676,10.759116095926691
2020-01-07,3.82082286720695,100.29203711663753,17.97752872848138,13.480948695905504,13.442506230467716,17.87267312463584,10.781887063668625
2020-01-08,3.824317383335982,100.29092614889561,18.019569158588908,13.521259126013028,13.48214085412363,17.915750113883153,10.814347278722389
2020-01-09,3.8346300715080246,100.29249475104615,18.005678405900735,13.51735417977647,13.477073219715027,17.90470075904444,10.811836741087982
2020-01-10,3.8842736198951218,100.29487550373432,17.958717008051273,13.505060523862493,13.46331472509137,17.857175920334765,10.803099751840671
2020-01-11,3.8919386736585624,100.29787926717518,17.872068405900738,13.430198588378621,13.387626337994597,17.768591081625086,10.75065674108798
2020-01-12,3.911409641400498,100.30014055749774,17.7640909865459,13.344992136765718,13.30914891863976,17.660029791302506,10.699424483023465
